Axial_Diffusivity,Radial_Diffusivity,Error1,Error2,Error3
0.0005,0.0002,98.8260796635432,149.90163865592973,-0.008256354935951178
0.0005,0.00021313131313131315,98.83219521454934,149.83197783263128,-0.021090342704893628
0.0005,0.00022626262626262628,98.84088556592371,149.8541234808037,-0.01667309612784964
0.0005,0.0002393939393939394,98.85214501210315,149.9045689249397,-0.03456847115347692
0.0005,0.0002525252525252525,98.86596713175331,149.89887697924178,-0.015227767554857816
0.0005,0.00026565656565656566,98.88234479223202,149.86800971652917,-0.009681258412021047
0.0005,0.0002787878787878788,98.90127015464577,149.96607689002565,0.007945843194718562
0.0005,0.00029191919191919193,98.92273467949279,149.8895996863686,-0.013517819160628435
0.0005,0.00030505050505050507,98.94672913287818,149.83359719022454,-0.015575205382042413
0.0005,0.0003181818181818182,98.97324359329362,149.84936158688893,-0.015084513077068089
0.0005,0.00033131313131313134,99.00226745894751,149.96365339561189,-0.005247250546005708
0.0005,0.0003444444444444444,99.03378945563344,149.8982162637907,-0.0360167924209941
0.0005,0.0003575757575757576,99.06779764512204,149.95706929336163,-0.007266141285899343
0.0005,0.0003707070707070707,99.10427943406494,149.91349126584524,-0.006014106236520815
0.0005,0.00038383838383838383,99.14322158339236,149.97553857454676,-0.004874124887336781
0.0005,0.00039696969696969696,99.18461021819238,149.91570714932308,0.009905357503214689
0.0005,0.0004101010101010101,99.22843083805238,230.69632984851037,0.0016905568399599308
0.0005,0.00042323232323232323,99.27466832785097,230.83557641513553,0.0002851845803996181
0.0005,0.00043636363636363637,99.32330696897601,230.15958042562966,0.0036596568904218724
0.0005,0.0004494949494949495,99.37433045096058,229.47855213007685,0.003905911552222821
0.0005,0.0004626262626262626,99.42772188351158,229.7431238236503,0.013903844279204713
0.0005,0.0004757575757575758,99.48346380891475,227.92463128111518,0.01153075421856959
0.0005,0.0004888888888888889,99.54153821480136,227.89744432227909,0.0028795455166369735
0.0005252525252525252,0.0002,91.1749695627683,137.80153185443652,-0.03059192654737721
0.0005252525252525252,0.00021313131313131315,91.17671117083539,137.87155442345107,-0.020132822466174864
0.0005252525252525252,0.00022626262626262628,91.1809070893236,137.78681629450827,-0.021015868181322978
0.0005252525252525252,0.0002393939393939394,91.1875519311904,137.81957435297613,-0.013624605439128419
0.0005252525252525252,0.0002525252525252525,91.19663962761327,137.89070831939512,-0.016375475778639702
0.0005252525252525252,0.00026565656565656566,91.20816343226124,137.8132726603546,-0.018944077143545592
0.0005252525252525252,0.0002787878787878788,91.2221159261332,137.925148786835,-0.009754402769973913
0.0005252525252525252,0.00029191919191919193,91.2384890229508,212.98765960501936,-0.017920891993488924
0.0005252525252525252,0.00030505050505050507,91.2572739750993,137.83088836037243,-0.002906960676788231
0.0005252525252525252,0.0003181818181818182,91.27846138010187,137.87249763740093,-0.0005398711724457773
0.0005252525252525252,0.00033131313131313134,91.30204118761957,138.0330239527481,-0.0078041531779294866
0.0005252525252525252,0.0003444444444444444,91.32800270696163,213.06426783224106,-0.000830895896114681
