Parameter,SNR,Value,Error
pvs_radial,20,0.0014571428571428572,-44.01557601722978
pvs_radial,20,0.0015142857142857143,-44.6213460413597
pvs_radial,20,0.0015714285714285715,-44.855435934313036
pvs_radial,20,0.0016285714285714287,-43.78624060866272
pvs_radial,20,0.0016857142857142858,-44.8994431680585
pvs_radial,20,0.001742857142857143,-43.9672960316997
pvs_radial,20,0.0018,-44.68644250163536
pvs_radial,20,0.0018571428571428571,-43.74257958433171
pvs_radial,20,0.0019142857142857143,-44.45667236941766
pvs_radial,20,0.0019714285714285715,-44.742667820970965
pvs_radial,20,0.0020285714285714286,-44.8717256549961
pvs_radial,20,0.002085714285714286,-45.08644399946749
pvs_radial,20,0.002142857142857143,-44.8926287342447
pvs_radial,20,0.0022,-46.930460620008866
pvs_radial,20,0.0022571428571428573,-44.68592724261437
pvs_radial,20,0.0023142857142857145,-45.1532034085191
pvs_radial,20,0.0023714285714285716,-44.05974234010147
pvs_radial,20,0.002428571428571429,-44.961838364917924
pvs_radial,20,0.002485714285714286,-44.847461952212036
pvs_radial,20,0.0025428571428571427,-44.7114676279897
pvs_radial,20,0.0026,-44.09720042280465
pvs_radial,20,0.002657142857142857,-44.75531468689264
pvs_radial,20,0.0027142857142857142,-43.14246404055241
pvs_radial,20,0.0027714285714285714,-45.39429494968179
pvs_radial,20,0.0028285714285714286,-43.762885167748244
pvs_radial,20,0.0028857142857142857,-44.54523564027659
pvs_radial,20,0.002942857142857143,-43.48537632427758
pvs_radial,20,0.003,-44.544075963515795
pvs_fraction,20,0.0,-49.80465046141275
pvs_fraction,20,0.02040816326530612,-49.541191424482705
pvs_fraction,20,0.04081632653061224,-49.32785189753306
pvs_fraction,20,0.061224489795918366,-48.007186768780244
pvs_fraction,20,0.08163265306122448,-50.53643075304564
pvs_fraction,20,0.1020408163265306,-46.64317468379712
pvs_fraction,20,0.12244897959183673,-46.7331226744994
pvs_fraction,20,0.14285714285714285,-44.83011615412907
pvs_fraction,20,0.16326530612244897,-45.463840430795194
pvs_fraction,20,0.18367346938775508,-44.905293611767846
pvs_fraction,20,0.2040816326530612,-43.623365303285304
pvs_fraction,20,0.22448979591836732,-42.26322989459349
pvs_fraction,20,0.24489795918367346,-42.76681042868464
pvs_fraction,20,0.26530612244897955,-40.38206942559389
pvs_fraction,20,0.2857142857142857,-42.31284607746212
pvs_fraction,20,0.3061224489795918,-39.156927530920015
pvs_fraction,20,0.32653061224489793,-39.812752705306096
pvs_fraction,20,0.3469387755102041,-38.280650053707696
pvs_fraction,20,0.36734693877551017,-38.05722711708763
pvs_fraction,20,0.3877551020408163,-36.94651569802845
pvs_fraction,20,0.4081632653061224,-37.01216562526384
pvs_fraction,20,0.42857142857142855,-36.68350809349628
pvs_fraction,20,0.44897959183673464,-35.212348995558244
pvs_fraction,20,0.4693877551020408,-37.295951078277724
pvs_fraction,20,0.4897959183673469,-32.89588988678249
pvs_fraction,20,0.5102040816326531,-32.85225753024315
pvs_fraction,20,0.5306122448979591,-31.335601336843958
pvs_fraction,20,0.5510204081632653,-31.465151767509422
pvs_fraction,20,0.5714285714285714,-30.377944642477416
pvs_fraction,20,0.5918367346938775,-29.29369101760284
pvs_fraction,20,0.6122448979591836,-26.97188916145243
pvs_fraction,20,0.6326530612244897,-27.571281084028517
pvs_fraction,20,0.6530612244897959,-24.99086937817276
pvs_fraction,20,0.673469387755102,-26.282956445107818
pvs_fraction,20,0.6938775510204082,-22.874077918534226
pvs_fraction,20,0.7142857142857142,-22.944307720494454
pvs_fraction,20,0.7346938775510203,-21.156113398661255
pvs_fraction,20,0.7551020408163265,-20.65849903535129
pvs_fraction,20,0.7755102040816326,-18.94227994678612
pvs_fraction,20,0.7959183673469387,-18.81589313421162
pvs_fraction,20,0.8163265306122448,-17.777644424608674
pvs_fraction,20,0.836734693877551,-15.470896730355145
pvs_fraction,20,0.8571428571428571,-16.755590870050632
pvs_fraction,20,0.8775510204081632,-11.677743053650413
pvs_fraction,20,0.8979591836734693,-10.67071081835864
pvs_fraction,20,0.9183673469387754,-9.14105046109795
pvs_fraction,20,0.9387755102040816,-7.614583291828597
pvs_fraction,20,0.9591836734693877,-4.956395499875218
pvs_fraction,20,0.9795918367346939,-2.7196890373512477
pvs_fraction,20,1.0,0.6956198207094672
