Parameter,SNR,Value,Error
pvs_radial,20,0.0010571428571428572,4.43866529086799
pvs_radial,20,0.0011142857142857144,0.5007357300166074
pvs_radial,20,0.0011714285714285715,3.999148114992154
pvs_radial,20,0.0012285714285714287,-10.998815583766145
pvs_radial,20,0.0012857142857142859,1.5219322017605144
pvs_radial,20,0.001342857142857143,-0.8348852224700518
pvs_radial,20,0.0014,9.028424650616056
pvs_radial,20,0.0014571428571428572,4.604732388404651
pvs_radial,20,0.0015142857142857143,3.237469375560957
pvs_radial,20,0.0015714285714285715,1.5561534459530684
pvs_radial,20,0.0016285714285714287,-4.395574191160067
pvs_radial,20,0.0016857142857142858,5.989276017539189
pvs_radial,20,0.001742857142857143,-8.696737170695803
pvs_radial,20,0.0018,4.84402717244464
pvs_radial,20,0.0018571428571428571,1.0023850685855746
pvs_radial,20,0.0019142857142857143,-5.97507983248145
pvs_radial,20,0.0019714285714285715,-1.8383267986998155
pvs_radial,20,0.0020285714285714286,7.24224249838413
pvs_radial,20,0.002085714285714286,-0.2955622263231753
pvs_radial,20,0.002142857142857143,2.767416368907983
pvs_radial,20,0.0022,-8.036979978514996
pvs_radial,20,0.0022571428571428573,1.5700465397964112
pvs_radial,20,0.0023142857142857145,-8.076513327264546
pvs_radial,20,0.0023714285714285716,6.420904164385573
pvs_radial,20,0.002428571428571429,1.1615555197228664
pvs_radial,20,0.002485714285714286,7.7413894491776905
pvs_radial,20,0.0025428571428571427,-4.251113574051308
pvs_radial,20,0.0026,2.1293885735367004
pvs_radial,20,0.002657142857142857,-8.099281147475839
pvs_radial,20,0.0027142857142857142,-5.725090280906505
pvs_radial,20,0.0027714285714285714,-1.3124030010046563
pvs_radial,20,0.0028285714285714286,-18.98065007484553
pvs_radial,20,0.0028857142857142857,2.785462902442703
pvs_radial,20,0.002942857142857143,-3.204921316708716
pvs_radial,20,0.003,-9.405879819606957
pvs_fraction,20,0.0,-34.50024938200048
pvs_fraction,20,0.02040816326530612,-21.446709530203385
pvs_fraction,20,0.04081632653061224,-1.9224226793663732
pvs_fraction,20,0.061224489795918366,-2.064433447867522
pvs_fraction,20,0.08163265306122448,-4.390514776571203
pvs_fraction,20,0.1020408163265306,3.1767937854167005
pvs_fraction,20,0.12244897959183673,-13.105166120051702
pvs_fraction,20,0.14285714285714285,-3.064664609960156
pvs_fraction,20,0.16326530612244897,-0.8241790094321437
pvs_fraction,20,0.18367346938775508,2.5915252959226107
pvs_fraction,20,0.2040816326530612,2.800346224147638
pvs_fraction,20,0.22448979591836732,3.629388309760958
pvs_fraction,20,0.24489795918367346,5.443340249668572
pvs_fraction,20,0.26530612244897955,-6.715706715928517
pvs_fraction,20,0.2857142857142857,-1.1842286857211926
pvs_fraction,20,0.3061224489795918,-3.0611121332678772
pvs_fraction,20,0.32653061224489793,-0.5345654378274117
pvs_fraction,20,0.3469387755102041,3.1585535984166304
pvs_fraction,20,0.36734693877551017,-2.659163641557034
pvs_fraction,20,0.3877551020408163,-0.16573966119564992
pvs_fraction,20,0.4081632653061224,3.6768768038372253
pvs_fraction,20,0.42857142857142855,-1.5110102394108507
pvs_fraction,20,0.44897959183673464,0.54539750828142
pvs_fraction,20,0.4693877551020408,-0.24534226042617963
pvs_fraction,20,0.4897959183673469,0.4407854136737228
pvs_fraction,20,0.5102040816326531,-4.814061734891866
pvs_fraction,20,0.5306122448979591,1.1345818962728949
pvs_fraction,20,0.5510204081632653,-1.7561352664243763
pvs_fraction,20,0.5714285714285714,3.936906118289304
pvs_fraction,20,0.5918367346938775,-0.4000867728250528
pvs_fraction,20,0.6122448979591836,1.5527401970942825
pvs_fraction,20,0.6326530612244897,1.4962810937707416
pvs_fraction,20,0.6530612244897959,-2.3655163264485917
pvs_fraction,20,0.673469387755102,-1.7486603554098654
pvs_fraction,20,0.6938775510204082,2.567005644865456
pvs_fraction,20,0.7142857142857142,2.9252607842164897
pvs_fraction,20,0.7346938775510203,0.0681941995095396
pvs_fraction,20,0.7551020408163265,-0.9563969079946691
pvs_fraction,20,0.7755102040816326,2.952573606640991
pvs_fraction,20,0.7959183673469387,0.8460262325643197
pvs_fraction,20,0.8163265306122448,-0.32836723825856334
pvs_fraction,20,0.836734693877551,0.09465831601339865
pvs_fraction,20,0.8571428571428571,0.01605433944338287
pvs_fraction,20,0.8775510204081632,1.330454956634941
pvs_fraction,20,0.8979591836734693,0.16588074500328814
pvs_fraction,20,0.9183673469387754,7.535089022139806
pvs_fraction,20,0.9387755102040816,5.140450288035391
pvs_fraction,20,0.9591836734693877,6.834289683614823
pvs_fraction,20,0.9795918367346939,9.633749112670316
pvs_fraction,20,1.0,4.22950624262998
