Alpha,Volume_Fraction,Error1,Error2,Error3
0.0,0.0,-20.000000000000018,-17.769815481898533,-17.56076050822213
0.0,0.010101010101010102,-19.849780374838183,-17.534753849892116,-18.942261068705754
0.0,0.020202020202020204,-19.698908490627733,-17.372105073535284,-19.49282217654785
0.0,0.030303030303030304,-19.547377358961892,-17.036976737937902,-17.56046839572839
0.0,0.04040404040404041,-19.39517987149749,-16.656142027926553,-18.998909603307485
0.0,0.05050505050505051,-19.24230879707724,-16.345603042878327,-16.954197540065152
0.0,0.06060606060606061,-19.08875677876237,-15.58934156232301,-18.506234552423603
0.0,0.07070707070707072,-18.93451633077166,-15.190718304035379,-18.261037787409855
0.0,0.08080808080808081,-18.779579835324963,-13.553511768940213,-18.016820229905996
0.0,0.09090909090909091,-18.623939539385447,-13.651464528086526,-13.810113244289296
0.0,0.10101010101010102,-18.467587551297733,-13.42218394978242,-13.403798148893307
0.0,0.11111111111111112,-18.31051583731787,-12.962352916104091,-17.359329993467192
0.0,0.12121212121212122,-18.152716218030466,-11.440918716666882,-17.122934878990858
0.0,0.13131313131313133,-17.99418036464799,-11.527957353010178,-16.887307048240057
0.0,0.14141414141414144,-17.83489979518915,-10.67445087967564,-16.65411123760889
0.0,0.15151515151515152,-17.67486587052931,-10.261334842878062,-16.421702769835264
0.0,0.16161616161616163,-17.514069790319166,-9.90746806542547,-16.176678494014656
0.0,0.17171717171717174,-17.352502588765738,-8.65603195320452,-15.709964602588308
0.0,0.18181818181818182,-17.190155130269897,-8.18194626722007,-15.708033570555683
0.0,0.19191919191919193,-17.027018104914717,-7.736529195842105,-15.443583927488671
0.0,0.20202020202020204,-16.863082023797894,-7.470953002814191,-15.110966640258777
0.0,0.21212121212121213,-16.69833721420188,-7.14804895734682,-14.999680806275817
0.0,0.22222222222222224,-16.532773814594854,-6.6661361996938995,-14.779454213344115
0.0,0.23232323232323235,-16.36638176945501,-6.232203025699646,-12.976133908661913
0.0,0.24242424242424243,-16.199150823910433,-5.983961627700225,-14.3224232364084
0.0,0.25252525252525254,-16.031070518186514,-5.40830020781504,-14.051304615078728
0.0,0.26262626262626265,-15.862130181852827,-4.90625954521158,-13.775977640581477
0.0,0.27272727272727276,-15.692318927859361,-5.131946731572138,-13.489951295781092
0.0,0.2828282828282829,-15.52162564635409,-4.88363208321815,-13.182417179267297
0.0,0.29292929292929293,-15.350038998270863,-4.178810112502613,-12.937678908361022
0.0,0.30303030303030304,-15.177547408677261,-4.192830625264314,-12.659104466425791
0.0,0.31313131313131315,-15.004139059871957,-3.543220383159674,-12.371331491792468
0.0,0.32323232323232326,-14.829801884219343,-3.179000296867265,-12.060329163390264
0.0,0.33333333333333337,-14.654523556709137,-2.8427121267901243,-11.76050158943235
0.0,0.3434343434343435,-14.478291487227974,-2.566410270241782,-11.478727809376526
0.0,0.3535353535353536,-14.301092812529834,-2.275958052403611,-11.188304359451978
0.0,0.36363636363636365,-14.12291438788958,-1.7315410991504236,-10.900182700782704
0.0,0.37373737373737376,-13.943742778425428,-1.5609261650398851,-10.596281994995955
0.0,0.38383838383838387,-13.763564250073301,-1.3108609461545337,-10.295948453831176
0.0,0.393939393939394,-13.582364760196514,-0.9360656996662726,-9.976564398804424
0.0,0.4040404040404041,-13.400129947811825,-0.6908424555805183,-9.661733926372584
0.0,0.4141414141414142,-13.216845123413032,-0.4027346184396624,-9.339569437204625
0.0,0.42424242424242425,-13.032495258371943,-0.14546630510627045,-13.310412836544607
0.0,0.43434343434343436,-12.847064973894403,0.16950200058081163,-13.11376778513505
0.0,0.4444444444444445,-12.660538529508623,0.9945028994091248,-8.341037766861746
0.0,0.4545454545454546,-12.472899811061394,1.4798475784932181,-7.992921511382894
0.0,0.4646464646464647,-12.28413231819674,2.0366441988082897,-8.106411003796776
0.0,0.4747474747474748,-12.094219151288135,2.651077493148555,-7.346159426517822
0.0,0.48484848484848486,-11.903142997796538,3.301864575369611,-12.083125818379003
0.0,0.494949494949495,-11.71088611802205,3.9809597468773092,-11.87059536126106
0.0,0.5050505050505051,-11.517430330216065,4.62724454146083,-6.261368510773242
0.0,0.5151515151515152,-11.322756995019132,5.451577097430847,-11.44007648591112
0.0,0.5252525252525253,-11.126846999186135,6.073986882526115,-11.218975709145987
0.0,0.5353535353535354,-10.929680738559037,6.749850620410262,-11.000658642251679
0.0,0.5454545454545455,-10.731238100243951,7.16453108534968,-10.809987960841374
0.0,0.5555555555555556,-10.531498443947534,8.043521222988668,-10.543582036782114
0.0,0.5656565656565657,-10.330440582422343,8.74042118117882,-10.293230667949935
0.0,0.5757575757575758,-10.128042760970194,9.417411711314296,-10.09615023357174
0.0,0.5858585858585859,-9.924282635947051,10.305221889486212,-9.864790103131238
0.0,0.595959595959596,-9.719137252208899,10.904078608226127,-9.63151197946205
0.0,0.6060606060606061,-9.512583019435759,11.264044375236121,-9.395394435759117
0.0,0.6161616161616162,-9.304595687263314,12.018065088348195,-9.158578824985716
0.0,0.6262626262626263,-9.095150319149772,12.776874883310295,-8.91850452767285
0.0,0.6363636363636365,-8.884221264897645,13.577838434387315,-8.528810099573281
0.0,0.6464646464646465,-8.671782131745957,14.216082084287684,-8.433156446593804
0.0,0.6565656565656566,-8.457805753940475,14.911328226782267,-8.189842125577579
0.0,0.6666666666666667,-8.242264160683732,15.637337527224082,-7.9436705997469765
0.0,0.6767676767676768,-8.025128542359147,16.302104274666,-7.695178520366087
0.0,0.686868686868687,-7.806369214913462,0.16440983520472907,-7.444144483552788
0.0,0.696969696969697,-7.585955582275222,17.851877457354632,-7.193131800972904
0.0,0.7070707070707072,-7.363856096674909,-0.2264880742997022,-6.881768644484247
0.0,0.7171717171717172,-7.140038216723581,-0.10080417681320938,-6.686502135510169
0.0,0.7272727272727273,-6.9144683630931,-0.27307032373122264,-6.428182181226639
0.0,0.7373737373737375,-6.687111871629716,-0.15636729662378557,-6.170723765133723
0.0,0.7474747474747475,-6.457932943717791,-0.10010362981328555,-5.91709703085674
0.0,0.7575757575757577,-6.226894593695398,-0.03419367424059225,-5.658916070386978
0.0,0.7676767676767677,-5.993958593106565,-0.05902079047326314,-5.400278606819166
0.0,0.7777777777777778,-5.759085411554694,-0.24260847982829695,-5.141267839442101
0.0,0.787878787878788,-5.522234153904626,-0.13553761606706002,-4.881379479151956
0.0,0.797979797979798,-5.283362493553358,-0.1216042727861591,-4.623131901101366
0.0,0.8080808080808082,-5.042426601468715,-0.013033619619164105,-4.29789865310495
0.0,0.8181818181818182,-4.7993810706649205,-0.019880691315352084,-4.1066311739405315
0.0,0.8282828282828284,-4.554178835753983,-0.10842699215937376,-3.847769747608136
0.0,0.8383838383838385,-4.306771087178914,-0.03893173838925498,-3.5922610276525013
0.0,0.8484848484848485,-4.057107179695242,-0.1464429926712786,-3.330230396607001
0.0,0.8585858585858587,-3.8051345346279755,-0.06193713891430169,-3.086020945715709
0.0,0.8686868686868687,-3.550798535381511,-0.23208660565956357,-2.834527095098849
0.0,0.8787878787878789,-3.2940424156319668,0.18091457954226217,-2.585820053370089
0.0,0.888888888888889,-3.034807139570116,-0.15838105218246232,-2.340037812856403
0.0,0.8989898989898991,-2.7730312735007105,-0.021399432942048602,-2.099503496788193
0.0,0.9090909090909092,-2.5086508480317087,-0.03205549443944383,0.019689002845706127
0.0,0.9191919191919192,-2.2415992100043374,0.02605604697867442,0.009149855065958973
0.0,0.9292929292929294,-1.971806863225855,0.17658905226205016,-0.09141651037712292
0.0,0.9393939393939394,-1.6992012969646932,0.1643659225149946,0.02996124583072926
0.0,0.9494949494949496,-1.423706801050098,20.0,0.06627606338554387
0.0,0.9595959595959597,-1.1452442662918116,20.0,0.13072833605770606
0.0,0.9696969696969697,-0.8637309687862735,0.3857904902511943,0.0687100126148775
0.0,0.9797979797979799,-0.579080336510114,0.14113190158069472,0.07381583058806845
0.0,0.98989898989899,-0.2912016964118011,0.2408162845415722,1.3671417100418262
0.0,1.0,-1.734723475976807e-14,0.00599462660648073,0.00010973122851337669
0.015866629563584814,0.0,-20.015103728504446,-17.645738589375533,-19.615285717070556
0.015866629563584814,0.010101010101010102,-19.864935662964562,-17.521822907583807,-18.6538303368901
0.015866629563584814,0.020202020202020204,-19.714114035373417,-17.028304293056436,-19.48447930718843
0.015866629563584814,0.030303030303030304,-19.562631827445987,-16.93498520896548,-19.23612882744386
0.015866629563584814,0.04040404040404041,-19.410481900121543,-16.43960437049112,-18.98634765308011
0.015866629563584814,0.05050505050505051,-19.257656990656642,-16.168820430662034,-18.73954004025135
0.015866629563584814,0.06060606060606061,-19.104149709627087,-15.263471027291542,-18.494303494255277
0.015866629563584814,0.07070707070707072,-18.949952537835724,-15.167545209731712,-18.248265394728776
0.015866629563584814,0.08080808080808081,-18.79505782312229,-14.166489614759486,-18.004168400354377
0.015866629563584814,0.09090909090909091,-18.6394577770713,-13.45164826651878,-13.9052633196415
0.015866629563584814,0.10101010101010102,-18.48314447161438,-13.014703017111188,-11.789363441363568
0.015866629563584814,0.11111111111111112,-18.326109835522296,-12.391303246037378,-17.340743224166147
